fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,density,pH,sulphates,alcohol,approved
9.4,0.81,0.36,1.3,0.01,8.2,1.0004,3.15,0.76,10.4,0
8.7,0.61,0.42,2.0,0.164,2.0,0.9964,3.37,0.8,10.5,0
7.4,0.27,0.5,5.6,0.044,17.0,1.0027,3.52,0.7,10.0,1
9.9,0.18,0.46,1.4,0.135,27.0,0.9993,2.97,0.43,9.6,1
8.0,0.21,0.77,5.6,0.04,19.0,0.9946,3.39,0.55,10.9,1
8.9,0.44,0.71,3.5,0.098,20.1,0.9992,3.28,0.34,12.1,0
9.3,0.65,0.03,1.4,0.132,11.7,0.9954,3.39,0.92,10.6,0
9.0,0.25,0.67,1.5,0.032,22.8,0.9977,3.22,0.31,10.3,1
8.4,0.63,0.09,3.7,0.068,18.0,0.9989,3.52,0.72,11.5,0
6.6,0.37,0.55,4.3,0.058,28.9,0.9984,3.28,0.8,10.1,1
8.4,0.2,0.23,3.7,0.066,17.7,0.9954,3.34,0.79,11.8,1
10.1,0.47,0.62,4.1,0.123,1.0,0.995,3.37,0.99,11.3,1
9.6,0.89,0.01,2.1,0.152,3.0,0.9946,3.33,0.52,8.0,0
8.8,0.77,0.31,1.0,0.07,4.1,0.9999,3.34,0.58,10.8,1
9.7,0.44,0.02,2.9,0.1,9.9,0.9985,3.35,0.33,9.7,0
6.3,0.57,0.76,3.3,0.025,31.8,0.9992,3.24,0.68,11.3,1
8.0,0.43,0.01,3.9,0.203,28.0,0.9932,3.27,0.51,8.6,0
8.2,0.18,0.12,1.7,0.111,20.4,0.9982,3.47,0.79,10.3,0
6.5,0.42,0.43,1.5,0.126,24.2,0.9954,3.08,0.54,10.2,1
9.2,0.64,0.52,5.4,0.064,23.3,0.9945,3.19,0.72,10.0,1
9.5,0.32,0.58,5.6,0.137,26.8,0.994,3.05,0.95,11.5,1
8.6,0.72,0.2,12.0,0.094,5.0,0.9969,3.06,0.53,13.5,0
8.6,0.73,0.24,2.0,0.132,29.4,0.9962,3.16,0.89,10.7,0
7.3,0.45,0.19,1.2,0.044,16.9,0.9977,3.28,0.35,11.9,0
7.3,0.55,0.2,2.6,0.096,19.3,0.9969,3.39,0.73,11.9,1
6.0,0.76,0.63,2.6,0.01,27.7,0.998,3.37,0.73,13.1,1
8.0,0.6,0.76,1.1,0.116,18.9,0.9964,3.4,0.6,11.3,1
7.3,0.79,0.48,3.1,0.113,6.8,0.9951,3.22,0.78,11.3,0
6.9,0.21,0.13,1.8,0.01,14.1,0.9987,3.6,0.71,10.3,0
8.4,0.43,0.05,1.3,0.034,23.4,0.9978,3.31,0.72,9.4,0
7.7,0.47,0.19,3.3,0.048,9.6,0.9967,3.51,0.56,11.7,1
5.9,0.75,0.14,1.8,0.11,9.9,0.9967,3.25,0.6,9.8,0
7.4,0.53,0.46,3.1,0.01,19.5,0.9959,3.21,0.82,8.2,0
8.1,0.4,0.56,1.0,0.179,17.8,0.998,3.35,0.5,12.1,1
6.4,0.51,0.0,2.1,0.052,9.2,0.998,3.12,0.56,10.2,0
8.9,0.62,0.35,6.0,0.227,30.0,0.9947,3.12,0.41,10.8,0
8.4,0.47,0.5,3.6,0.088,18.1,0.9999,3.49,0.65,9.2,0
6.8,0.68,0.15,6.1,0.01,1.0,0.9963,3.33,1.01,11.4,0
9.6,0.55,0.72,4.4,0.013,20.2,0.9959,3.26,0.74,10.1,0
10.7,0.48,0.44,4.2,0.088,22.8,0.9991,3.51,0.45,10.6,1
8.2,0.74,0.28,6.1,0.023,23.3,0.998,3.2,0.9,11.1,1
7.9,0.79,0.01,1.0,0.04,11.4,0.9978,3.71,0.48,10.3,1
7.8,0.74,0.39,2.4,0.01,6.1,0.998,3.29,0.81,9.6,0
7.4,0.38,0.27,9.1,0.066,16.3,0.9991,3.2,0.65,10.4,1
6.7,0.74,0.78,1.5,0.156,17.9,0.9945,3.46,0.74,10.0,1
8.5,0.71,0.3,3.7,0.053,23.9,0.9955,3.2,0.85,8.0,0
7.0,0.32,0.74,4.9,0.112,19.4,0.9998,3.32,0.4,10.5,1
4.0,0.47,0.55,7.8,0.036,27.5,0.9953,3.61,0.6,11.4,1
11.8,0.75,0.06,6.1,0.135,28.0,0.9945,3.26,0.8,8.4,0
11.2,0.7,0.75,3.8,0.063,16.1,0.9975,3.31,0.63,11.1,1
8.5,0.44,0.13,4.1,0.099,5.7,0.9958,3.34,0.56,11.1,0
6.1,0.33,0.36,2.1,0.05,26.7,0.9979,3.49,0.64,11.7,0
12.2,0.76,0.74,1.6,0.071,22.0,0.9964,3.27,0.57,10.7,0
9.2,0.63,0.66,9.0,0.024,5.5,0.9958,3.55,0.59,10.2,1
7.7,0.54,0.39,10.3,0.163,13.5,0.9948,3.27,0.9,10.4,1
